CGPA,Internships,Projects,Certifications,Aptitude,Chances,PlacementStatus,Improvement
9.15,2,4,3,81,High,Placed,Maintain consistency
8.4,3,4,3,88,High,Placed,Maintain consistency
8.68,3,3,2,92,High,Placed,Maintain consistency
9.03,2,4,2,91,High,Placed,Maintain consistency
8.96,2,4,3,94,High,Placed,Maintain consistency
8.87,3,3,3,100,High,Placed,Maintain consistency
9.1,3,4,2,84,High,Placed,Maintain consistency
9.37,2,3,2,82,High,Placed,Maintain consistency
7.93,0,1,0,64,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.85,0,1,0,60,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.29,0,1,0,63,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.29,0,1,0,61,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.38,0,1,0,63,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.12,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.72,0,1,0,55,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.64,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.46,0,1,0,53,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.43,0,1,0,56,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.57,3,4,2,91,High,Placed,Improve CGPA
6.42,3,4,3,81,High,Placed,Improve CGPA
6.09,3,3,3,83,High,Placed,Improve CGPA
5.64,2,4,3,88,High,Placed,Improve CGPA
6.34,2,3,3,84,High,Placed,Improve CGPA
5.49,2,3,2,80,High,Placed,Improve CGPA
5.85,2,4,3,84,High,Placed,Improve CGPA
5.72,3,3,2,79,High,Placed,Improve CGPA
6.01,3,3,3,79,High,Placed,Improve CGPA
6.54,2,4,3,75,High,Placed,Improve CGPA
5.47,0,1,0,54,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.16,0,1,0,51,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.34,0,1,0,60,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.24,0,1,0,51,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.53,0,1,0,48,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.0,0,1,0,58,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.89,0,1,0,50,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.59,0,1,0,61,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.0,0,1,0,59,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.16,0,1,0,58,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.67,1,2,1,63,High,Placed,Maintain consistency
6.56,1,2,1,72,High,Placed,Maintain consistency
6.89,1,2,1,69,High,Placed,Maintain consistency
7.08,1,2,1,73,High,Placed,Maintain consistency
7.19,1,2,1,69,High,Placed,Maintain consistency
7.69,1,2,1,75,High,Placed,Maintain consistency
6.85,1,2,1,71,High,Placed,Maintain consistency
7.21,1,2,1,77,High,Placed,Maintain consistency
7.32,1,2,1,75,High,Placed,Maintain consistency
6.34,1,2,1,64,High,Placed,Maintain consistency
6.6,0,1,0,91,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.84,0,1,0,92,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.05,0,1,0,95,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.35,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.82,0,1,0,95,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.43,0,1,0,92,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.3,0,1,0,94,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.42,0,1,0,92,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.03,0,1,0,84,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.06,0,1,0,94,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.91,2,1,0,68,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.25,3,1,0,62,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.9,2,1,0,71,High,Placed,"Improve projects, Gain certifications"
6.89,3,1,0,73,High,Placed,"Improve projects, Gain certifications"
6.6,3,1,0,63,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.39,2,1,0,62,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.11,2,1,0,65,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.47,3,1,0,69,High,Placed,"Improve projects, Gain certifications"
6.27,2,1,0,60,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.19,3,1,0,60,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
8.93,2,3,2,84,High,Placed,Maintain consistency
9.39,2,4,2,91,High,Placed,Maintain consistency
8.91,2,4,3,79,High,Placed,Maintain consistency
8.31,3,4,3,82,High,Placed,Maintain consistency
8.28,3,3,2,90,High,Placed,Maintain consistency
9.71,2,4,2,93,High,Placed,Maintain consistency
9.29,2,4,3,92,High,Placed,Maintain consistency
8.86,3,3,3,97,High,Placed,Maintain consistency
8.79,3,4,2,81,High,Placed,Maintain consistency
9.74,2,3,2,89,High,Placed,Maintain consistency
7.99,0,1,0,58,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
9.01,0,1,0,51,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.19,0,1,0,67,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.13,0,1,0,57,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.16,0,1,0,64,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
7.97,0,1,0,63,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.98,0,1,0,60,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.6,0,1,0,58,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.29,0,1,0,61,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.45,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.53,3,4,2,90,High,Placed,Improve CGPA
6.12,3,4,3,79,High,Placed,Improve CGPA
6.06,3,3,3,87,High,Placed,Improve CGPA
5.76,2,4,3,92,High,Placed,Improve CGPA
6.22,2,3,3,89,High,Placed,Improve CGPA
5.73,2,3,2,77,High,Placed,Improve CGPA
6.27,2,4,3,84,High,Placed,Improve CGPA
5.6,3,3,2,79,High,Placed,Improve CGPA
5.77,3,3,3,85,High,Placed,Improve CGPA
6.58,2,4,3,73,High,Placed,Improve CGPA
5.44,0,1,0,52,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.39,0,1,0,49,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.45,0,1,0,56,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.62,0,1,0,51,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.34,0,1,0,47,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.25,0,1,0,58,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.58,0,1,0,51,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.5,0,1,0,58,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.06,0,1,0,50,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.55,0,1,0,61,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.54,1,2,1,70,High,Placed,Maintain consistency
6.57,1,2,1,66,High,Placed,Maintain consistency
6.98,1,2,1,67,High,Placed,Maintain consistency
7.21,1,2,1,71,High,Placed,Maintain consistency
7.23,1,2,1,66,High,Placed,Maintain consistency
7.43,1,2,1,67,High,Placed,Maintain consistency
6.59,1,2,1,69,High,Placed,Maintain consistency
7.83,1,2,1,72,High,Placed,Maintain consistency
7.41,1,2,1,74,High,Placed,Maintain consistency
6.58,1,2,1,68,High,Placed,Maintain consistency
6.67,0,1,0,92,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.19,0,1,0,94,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.37,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.48,0,1,0,84,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.53,0,1,0,95,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.47,0,1,0,99,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.32,0,1,0,92,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.7,0,1,0,96,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.99,0,1,0,91,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.3,0,1,0,95,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.39,2,1,0,67,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.08,3,1,0,64,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.51,2,1,0,69,High,Placed,"Improve projects, Gain certifications"
6.86,3,1,0,66,High,Placed,"Improve projects, Gain certifications"
6.19,3,1,0,61,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.51,2,1,0,65,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
5.81,2,1,0,57,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.43,3,1,0,61,High,Placed,"Improve projects, Gain certifications"
6.47,2,1,0,57,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.18,3,1,0,64,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
9.08,2,3,2,83,High,Placed,Maintain consistency
9.25,2,4,2,94,High,Placed,Maintain consistency
9.15,2,4,3,83,High,Placed,Maintain consistency
8.48,3,4,3,86,High,Placed,Maintain consistency
8.63,3,3,2,88,High,Placed,Maintain consistency
8.99,2,4,2,91,High,Placed,Maintain consistency
9.11,2,4,3,98,High,Placed,Maintain consistency
8.86,3,3,3,97,High,Placed,Maintain consistency
9.11,3,4,2,78,High,Placed,Maintain consistency
9.92,2,3,2,88,High,Placed,Maintain consistency
7.93,0,1,0,67,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
9.27,0,1,0,60,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.26,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.37,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.4,0,1,0,67,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
7.94,0,1,0,66,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.89,0,1,0,54,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.9,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.31,0,1,0,60,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.27,0,1,0,56,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.65,3,4,2,87,High,Placed,Improve CGPA
6.55,3,4,3,77,High,Placed,Improve CGPA
6.08,3,3,3,86,High,Placed,Improve CGPA
5.87,2,4,3,94,High,Placed,Improve CGPA
6.2,2,3,3,88,High,Placed,Improve CGPA
5.97,2,3,2,84,High,Placed,Improve CGPA
5.78,2,4,3,85,High,Placed,Improve CGPA
5.58,3,3,2,70,High,Placed,Improve CGPA
6.41,3,3,3,85,High,Placed,Improve CGPA
6.32,2,4,3,72,High,Placed,Improve CGPA
5.42,0,1,0,49,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.49,0,1,0,49,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.64,0,1,0,56,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.28,0,1,0,51,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.56,0,1,0,46,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.14,0,1,0,61,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.08,0,1,0,46,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.88,0,1,0,55,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.12,0,1,0,51,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.68,0,1,0,62,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.76,1,2,1,67,High,Placed,Maintain consistency
6.74,1,2,1,67,High,Placed,Maintain consistency
7.08,1,2,1,65,High,Placed,Maintain consistency
7.02,1,2,1,66,High,Placed,Maintain consistency
7.07,1,2,1,64,High,Placed,Maintain consistency
7.21,1,2,1,67,High,Placed,Maintain consistency
6.75,1,2,1,66,High,Placed,Maintain consistency
7.58,1,2,1,75,High,Placed,Maintain consistency
7.37,1,2,1,70,High,Placed,Maintain consistency
6.84,1,2,1,66,High,Placed,Maintain consistency
6.46,0,1,0,91,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.56,0,1,0,90,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.9,0,1,0,94,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.44,0,1,0,88,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.69,0,1,0,99,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.3,0,1,0,99,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.02,0,1,0,90,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.51,0,1,0,94,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.88,0,1,0,86,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.32,0,1,0,94,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.38,2,1,0,65,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.64,3,1,0,64,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.49,2,1,0,69,High,Placed,"Improve projects, Gain certifications"
7.15,3,1,0,72,High,Placed,"Improve projects, Gain certifications"
6.26,3,1,0,65,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.44,2,1,0,65,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
5.95,2,1,0,62,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.71,3,1,0,68,High,Placed,"Improve projects, Gain certifications"
6.34,2,1,0,64,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.1,3,1,0,60,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
8.99,2,3,2,88,High,Placed,Maintain consistency
9.23,2,4,2,87,High,Placed,Maintain consistency
9.2,2,4,3,84,High,Placed,Maintain consistency
8.29,3,4,3,85,High,Placed,Maintain consistency
8.49,3,3,2,88,High,Placed,Maintain consistency
9.38,2,4,2,98,High,Placed,Maintain consistency
9.19,2,4,3,92,High,Placed,Maintain consistency
9.07,3,3,3,100,High,Placed,Maintain consistency
9.15,3,4,2,79,High,Placed,Maintain consistency
9.62,2,3,2,81,High,Placed,Maintain consistency
8.05,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
9.03,0,1,0,54,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.47,0,1,0,60,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
7.73,0,1,0,56,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.18,0,1,0,64,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
7.82,0,1,0,65,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
9.09,0,1,0,52,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.9,0,1,0,61,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.14,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.49,0,1,0,61,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.79,3,4,2,88,High,Placed,Improve CGPA
6.05,3,4,3,75,High,Placed,Improve CGPA
6.09,3,3,3,90,High,Placed,Improve CGPA
5.63,2,4,3,91,High,Placed,Improve CGPA
5.9,2,3,3,85,High,Placed,Improve CGPA
5.5,2,3,2,79,High,Placed,Improve CGPA
5.88,2,4,3,88,High,Placed,Improve CGPA
5.68,3,3,2,74,High,Placed,Improve CGPA
5.81,3,3,3,82,High,Placed,Improve CGPA
6.64,2,4,3,77,High,Placed,Improve CGPA
5.08,0,1,0,46,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.32,0,1,0,49,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.75,0,1,0,52,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.48,0,1,0,59,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.65,0,1,0,47,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.05,0,1,0,58,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.67,0,1,0,53,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.67,0,1,0,54,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.56,0,1,0,55,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.66,0,1,0,63,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.79,1,2,1,63,High,Placed,Maintain consistency
6.43,1,2,1,69,High,Placed,Maintain consistency
6.66,1,2,1,68,High,Placed,Maintain consistency
7.71,1,2,1,68,High,Placed,Maintain consistency
7.51,1,2,1,65,High,Placed,Maintain consistency
7.75,1,2,1,68,High,Placed,Maintain consistency
6.72,1,2,1,68,High,Placed,Maintain consistency
7.15,1,2,1,77,High,Placed,Maintain consistency
7.1,1,2,1,71,High,Placed,Maintain consistency
6.27,1,2,1,66,High,Placed,Maintain consistency
6.37,0,1,0,93,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.14,0,1,0,92,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.37,0,1,0,90,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.47,0,1,0,81,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.01,0,1,0,99,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.42,0,1,0,94,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.77,0,1,0,86,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.06,0,1,0,98,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.89,0,1,0,88,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.07,0,1,0,98,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.48,2,1,0,65,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.25,3,1,0,62,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.47,2,1,0,68,High,Placed,"Improve projects, Gain certifications"
7.23,3,1,0,74,High,Placed,"Improve projects, Gain certifications"
6.49,3,1,0,64,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.33,2,1,0,67,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
5.79,2,1,0,65,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.25,3,1,0,66,High,Placed,"Improve projects, Gain certifications"
6.3,2,1,0,60,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.14,3,1,0,62,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
8.92,2,3,2,86,High,Placed,Maintain consistency
9.48,2,4,2,94,High,Placed,Maintain consistency
9.25,2,4,3,79,High,Placed,Maintain consistency
8.81,3,4,3,82,High,Placed,Maintain consistency
8.3,3,3,2,95,High,Placed,Maintain consistency
9.23,2,4,2,97,High,Placed,Maintain consistency
9.33,2,4,3,94,High,Placed,Maintain consistency
8.89,3,3,3,100,High,Placed,Maintain consistency
9.31,3,4,2,81,High,Placed,Maintain consistency
9.7,2,3,2,84,High,Placed,Maintain consistency
8.38,0,1,0,60,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
9.08,0,1,0,52,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.6,0,1,0,61,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.04,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.24,0,1,0,68,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.3,0,1,0,66,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
9.15,0,1,0,52,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
9.06,0,1,0,55,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.16,0,1,0,56,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.59,0,1,0,64,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.27,3,4,2,90,High,Placed,Improve CGPA
6.0,3,4,3,73,High,Placed,Improve CGPA
6.24,3,3,3,92,High,Placed,Improve CGPA
5.7,2,4,3,93,High,Placed,Improve CGPA
6.37,2,3,3,91,High,Placed,Improve CGPA
5.65,2,3,2,79,High,Placed,Improve CGPA
6.03,2,4,3,81,High,Placed,Improve CGPA
5.54,3,3,2,78,High,Placed,Improve CGPA
6.22,3,3,3,81,High,Placed,Improve CGPA
6.61,2,4,3,74,High,Placed,Improve CGPA
5.34,0,1,0,51,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.71,0,1,0,54,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.72,0,1,0,55,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.69,0,1,0,57,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.26,0,1,0,42,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.01,0,1,0,56,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.81,0,1,0,44,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.77,0,1,0,56,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.14,0,1,0,56,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.68,0,1,0,54,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.61,1,2,1,66,High,Placed,Maintain consistency
6.49,1,2,1,66,High,Placed,Maintain consistency
7.03,1,2,1,68,High,Placed,Maintain consistency
7.33,1,2,1,74,High,Placed,Maintain consistency
7.01,1,2,1,65,High,Placed,Maintain consistency
7.1,1,2,1,71,High,Placed,Maintain consistency
6.74,1,2,1,68,High,Placed,Maintain consistency
7.28,1,2,1,74,High,Placed,Maintain consistency
7.21,1,2,1,69,High,Placed,Maintain consistency
6.69,1,2,1,66,High,Placed,Maintain consistency
6.52,0,1,0,96,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.87,0,1,0,91,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.6,0,1,0,94,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.53,0,1,0,86,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.67,0,1,0,93,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.41,0,1,0,97,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.42,0,1,0,88,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.77,0,1,0,97,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.2,0,1,0,84,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.43,0,1,0,98,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.23,2,1,0,66,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.3,3,1,0,64,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.83,2,1,0,70,High,Placed,"Improve projects, Gain certifications"
7.18,3,1,0,72,High,Placed,"Improve projects, Gain certifications"
6.44,3,1,0,64,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.29,2,1,0,70,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
5.79,2,1,0,62,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.3,3,1,0,68,High,Placed,"Improve projects, Gain certifications"
6.33,2,1,0,60,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.31,3,1,0,60,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
8.77,2,3,2,82,High,Placed,Maintain consistency
9.29,2,4,2,87,High,Placed,Maintain consistency
9.23,2,4,3,85,High,Placed,Maintain consistency
8.3,3,4,3,86,High,Placed,Maintain consistency
